Downloaded from: https://gender-pay-gap.service.gov.uk/,,,,,,,,,,,,,,,,,,,,,,,,
Correct as of: 9th February 2020,,,,,,,,,,,,,,,,,,,,,,,,
EmployerName,Address,CompanyNumber,SicCodes,DiffMeanHourlyPercent,DiffMedianHourlyPercent,DiffMeanBonusPercent,DiffMedianBonusPercent,MaleBonusPercent,FemaleBonusPercent,MaleLowerQuartile,FemaleLowerQuartile,MaleLowerMiddleQuartile,FemaleLowerMiddleQuartile,MaleUpperMiddleQuartile,FemaleUpperMiddleQuartile,MaleTopQuartile,FemaleTopQuartile,CompanyLinkToGPGInfo,ResponsiblePerson,EmployerSize,CurrentName,SubmittedAfterTheDeadline,DueDate,DateSubmitted
PERSONA CARE AND SUPPORT LIMITED,"Grundy,
Wellington Road,
Bury,
Lancashire,
BL9 9AH",9725580,"87300,
88100",3.7,0,nan,,0,0,12.2,87.8,17.1,82.9,25.2,74.8,19.3,80.7,https://www.personasupport.org/quality-new/gender-pay-gap-reporting/,Kat Sowden (Managing Director),250 to 499,PERSONA CARE AND SUPPORT LIMITED,FALSE,05/04/2020 00:00,29/11/2019 08:39
PGL ENTERPRISES LIMITED,"Windsor House,
26 Mostyn Avenue,
Llandudno,
Wales,
LL30 1YY",5490770,56102,1,7,36,32,7,6,52,48,46,54,53,47,52,48,,Phillip Lowndes (Director),500 to 999,PGL ENTERPRISES LIMITED,FALSE,05/04/2020 00:00,05/04/2019 11:34
PHYLLIS TUCKWELL MEMORIAL HOSPICE LIMITED,"Waverley Lane,
Farnham,
Surrey,
GU9 8BL",1063033,86900,-6.3,-36.7,nan,,0,0,24.4,75.6,5.2,94.8,10.3,89.7,10.4,89.6,https://www.pth.org.uk/gender-pay-gap/,Mark Beale (Finance Director),250 to 499,PHYLLIS TUCKWELL MEMORIAL HOSPICE LIMITED,FALSE,05/04/2020 00:00,29/08/2019 11:57
PIE MINISTER  LIMITED,"24 Stokes Croft,
Bristol,
England,
BS1 3PR",4638465,10710,3.7,-2.2,12.2,45.9,45.6,54.4,52.2,47.8,47.8,52.2,40.6,59.4,50,50,,Tristan Hogg (Founder and Managing Director),250 to 499,PIE MINISTER LIMITED,FALSE,05/04/2020 00:00,30/09/2019 10:17
PILGRIMS' FRIEND SOCIETY,"175 Tower Bridge Road,
London,
SE1 2AL",3027071,"87300,
88100",16.8,11.5,nan,,0,0,10.4,89.6,14.4,85.6,16,84,32.3,67.7,https://www.pilgrimsfriend.org.uk/gender-pay-gap-in-pilgrims-friend-society,Phil Wainwright (Director of HR),250 to 499,PILGRIMS' FRIEND SOCIETY,FALSE,05/04/2020 00:00,16/01/2020 16:03
Pm Central Services PLC,"Alexandra House,
Queen Street,
Lichfield,
Staffordshire,
WS13 6QS",8752809,"82110,
82990",37.2,35.2,67.9,80.1,12.4,13.3,15,85,35.4,64.6,38.9,61.1,58.4,41.6,,Georgina Bale (Head of HR),250 to 499,PM CENTRAL SERVICES PLC,FALSE,05/04/2020 00:00,23/10/2019 15:09
PORTSMOUTH WATER LIMITED,"PO BOX No8,
West Street,
Havant,
Hampshire,
PO9 1LG",2536455,36000,15.2,10.6,24.8,31.5,93,93,47,53,69,31,63,37,82,18,https://www.portsmouthwater.co.uk/wp-content/uploads/2019/01/GENDER-PAY-GAP-2018.pdf,Bob Taylor (CEO),250 to 499,PORTSMOUTH WATER LIMITED,FALSE,05/04/2020 00:00,08/10/2019 12:46
PREMIER FOODS GROUP LIMITED,"Premier House,
Centrium Business Park,
Griffiths Way, St. Albans,
Hertfordshire,
AL1 2RE",281728,"10611,
10710,
10730,
10890",8.3,6.4,-2.9,-4.6,27.4,19.8,53,47,70,30,71,29,73,27,https://www.premierfoods.co.uk/Responsibility/Responsibility-Skills.aspx,David Wilkinson (HR and Communications Director),1000 to 4999,PREMIER FOODS GROUP LIMITED,FALSE,05/04/2020 00:00,24/01/2020 09:34
PREMIUM SUPPORT SERVICES LIMITED,"Charles Lake House Claire Causeway,
Crossways Business Park,
Dartford,
Kent,
DA2 6QA",7323785,81299,1,0,25,25,36,18,49,51,53,47,48,52,53,47,,Michael Garrett (Managing Director),1000 to 4999,PREMIUM SUPPORT SERVICES LIMITED,FALSE,05/04/2020 00:00,24/01/2020 09:55
Price Bailey LLP,"Causeway House,
Dane Street,
Bishops Stortford,
Hertfordshire,
CM23 3BT",OC307551,,15.8,18.1,-155.6,-49.6,22.3,15.4,30.9,69.1,39.5,60.5,38.3,61.7,61.7,38.3,https://www.pricebailey.co.uk/wp-content/uploads/2019/12/Gender-Pay-Gap-Report-2020.pdf,Martin Clapson (Managing Director),250 to 499,PRICE BAILEY LLP,FALSE,05/04/2020 00:00,13/12/2019 13:39
Priestley Academy Trust,"Green Lane,
Bradford,
BD8 8HT",,1,19.9,19.8,nan,,0,0,10.1,89.9,10.1,89.9,18.2,81.8,21.2,78.8,https://www.priestley.academy/wp-content/uploads/2020/02/Gender-Pay-Gap-Report-2020.pdf,None,250 to 499,Priestley Academy Trust,FALSE,31/03/2020 00:00,06/02/2020 12:27
PRINCESS ALICE HOSPICE,"West End Lane,
Esher,
Surrey,
KT10 8NA",1599796,"85590,
86900,
88990",-1.1,-3.8,nan,,0,0,18.2,81.8,14.5,85.5,14.5,85.5,12.8,87.2,https://www.pah.org.uk/join-our-team/rewarding-work/,Natalia Carreja (People Services Lead),250 to 499,PRINCESS ALICE HOSPICE,FALSE,05/04/2020 00:00,14/05/2019 17:23
PROACTIVE PERSONNEL (WEST MIDLANDS) LIMITED,"8 Limes Walk,
Oakengates,
Telford,
Salop,
TF2 6EP",4056480,78200,1.7,-0.5,34.6,58.1,59.4,27.3,78.4,21.6,86.7,13.3,70.1,29.9,85.7,14.3,https://proactivepersonnel.net/article/,Kevin Humphreys (General Manager),250 to 499,PROACTIVE PERSONNEL (WEST MIDLANDS) LIMITED,FALSE,05/04/2020 00:00,07/01/2020 14:53
PROACTIVE PERSONNEL LIMITED,"Unit 8 Limes Walk,
Oakengates,
Telford,
Salop,
TF2 6EP",3807344,78200,0,1.7,-36.6,-73.7,44.8,30.7,73.9,26.1,79.8,20.2,81.7,18.3,80.9,19.1,https://proactivepersonnel.net/article/,Kevin Humphreys (General Manager),500 to 999,PROACTIVE PERSONNEL LIMITED,FALSE,05/04/2020 00:00,07/01/2020 15:04
PSA FINANCE UK LIMITED,"61 London Road,
Redhill,
England,
RH1 1QA",1024322,"45111,
45112,
64910,
64921",23.3,32.5,51.8,67.3,95,89.6,40,60,38.2,61.8,64.8,35.2,68.5,31.5,https://www.psa-finance.co.uk/company-disclosure,Paul Watkins (Director of HR & Quality),Less than 250,PSA FINANCE UK LIMITED,FALSE,05/04/2020 00:00,20/01/2020 17:13
Public Health Wales,"Capital Quarter,
Tyndall Street,
Cardiff,
CF10 4BZ",,"1,
84110",20.9,19.6,nan,,0,0,15.3,84.7,22.5,77.5,21.9,78.1,32.7,67.3,,None,1000 to 4999,Public Health Wales,FALSE,31/03/2020 00:00,22/01/2020 15:36
Q CARE LIMITED,"The Office Block D, Nantgavenny Business Park,
Nantgavenny Lane, Mardy,
Abergavenny,
Monmouthshire,
Wales,
NP7 6LG",2881343,88100,-21.1,-12.6,nan,,0,7.7,0,100,18,82,0,100,10,90,,Melanie Preece (Managing Director),250 to 499,Q CARE LIMITED,FALSE,05/04/2020 00:00,28/01/2020 12:28
R & R.C.BOND (WHOLESALE)LIMITED,"1 General Street Pocklington Industrial Estate,
Pocklington,
York,
England,
YO42 1NR",1024495,45310,-8.2,-8.1,-86.3,0,85,86.7,87,13,92.3,7.7,91.2,8.8,80.4,19.6,,Simon Ewbank (Commercial Director),250 to 499,R & R.C.BOND (WHOLESALE)LIMITED,FALSE,05/04/2020 00:00,31/01/2020 17:04
R E PEOPLE LIMITED,"Manor Park Place Rutherford Way,
Swindon Village,
Cheltenham,
Gloucestershire,
England,
GL51 9TU",5506226,78109,-27,-1,-7,17,3,6,65,35,67,33,69,31,66,34,https://www.reresourcegroup.co.uk/,Rina Gendvilaite (Rina Gendvilaite),500 to 999,R E PEOPLE LIMITED,FALSE,05/04/2020 00:00,17/06/2019 16:39
R E PERSONNEL LIMITED,"Manor Park Rutherford Way,
Swindon Village,
Cheltenham,
Gloucestershire,
GL51 9TU",4301078,78109,16,3,-97,-3,3,4,65,35,63,37,56,44,60,40,https://www.resourcegroup.co.uk/,Rina Gendvilaite (Payroll Manager),1000 to 4999,R E PERSONNEL LIMITED,FALSE,05/04/2020 00:00,17/06/2019 16:34
RADIAN GROUP LIMITED,"Collins House,
Bishopstoke Road,
Eastleigh,
Hampshire,
SO50 6AD",3482228,68201,17.5,16.9,91.6,0,83.6,76.4,33,67,37,63,55,45,68,32,https://www.radian.co.uk/wp-content/uploads/2019/12/Gender_Pay_Gap_Report_2019.pdf,Anne Wildeman (Corporate Director),500 to 999,RADIAN GROUP LIMITED,FALSE,05/04/2020 00:00,06/02/2020 12:16
Ratcliffe College,"Ratcliffe College,
Fosse Way,
Ratcliffe On The Wreake,
Leicester,
LE7 4SG",5900743,"85100,
85200,
85310",22,36,24,17,6,7,23,77,35,65,32,68,60,40,,Chris Bellamy (Bursar),250 to 499,RATCLIFFE COLLEGE,FALSE,05/04/2020 00:00,11/07/2019 15:59
RBH HOTEL MANAGEMENT LIMITED,"10th Floor, The Mille,
1000 Great West Road,
Brentford,
England,
TW8 9DW",7316555,68320,11.1,2,-11.7,-7.4,51,49,54,46,52,48,62.5,37.5,100,0,https://www.rbhmanagement.com/gender-pay-gap/,Martin MacPhail (Director of Human Resources),250 to 499,RBH HOTEL MANAGEMENT LIMITED,FALSE,05/04/2020 00:00,16/12/2019 18:08
Reading Borough Council,"Reading Borough Council,
Civic Offices,
Bridge Street,
Reading,
United Kingdom,
RG1 2LU",,"1,
84110",5,5.1,6.6,0,1.5,1.3,32,68,36,64,40,60,42,58,http://www.reading.gov.uk/staff-structure-salaries,None,1000 to 4999,Reading Borough Council,FALSE,31/03/2020 00:00,09/02/2020 11:57
RECORD U.K.  LIMITED,"9 Watt Place, Hamilton Intnl Technology Park,
Blantyre,
Glasgow,
G72 0AH",SC124392,43390,18.4,21.9,52,47,61,9,61,39,75,25,96,4,88,12,,Kerry Johnson (Head if HR),250 to 499,RECORD U.K. LIMITED,FALSE,05/04/2020 00:00,08/04/2019 16:40
RED EAGLE LIMITED,"Shakespeare House,
147 Sandgate Road,
Folkestone,
Kent,
United Kingdom,
CT20 2DA",5288420,78200,0.9,0.4,-1.8,-175.6,28.9,30.5,61.7,38.3,59.6,40.4,59.4,40.6,62.3,37.7,https://www.redeagle.jobs/wp-content/uploads/2019/12/Gender-Pay-Gap-2019-1.pdf,Jason Alderson (Finance Director),1000 to 4999,RED EAGLE LIMITED,FALSE,05/04/2020 00:00,20/12/2019 10:21
Redcar & Cleveland Borough Council,"Redcar & Cleveland House,
Kirkleatham Street,
Redcar,
Cleveland,
United Kingdom,
TS10 1RT",,"1,
84110",-2.6,-3.2,nan,,0,0,30.7,69.3,44.8,55.2,31,69,33.7,66.3,https://www.redcar-cleveland.gov.uk/about-the-council/equality-and-diversity/Pages/equality-and-diversity.aspx,None,1000 to 4999,Redcar & Cleveland Borough Council,FALSE,31/03/2020 00:00,16/12/2019 12:47
REGAL AMUSEMENT MACHINE SALES LIMITED,"139 Brookfield Place,
Walton Summit Centre,
Bamber Bridge,
Preston,
PR5 8BF",3329800,"46690,
47990,
92000",12,9,5,-33,68,55,27,73,47,53,80,20,65,35,,Andrew Bell (Director),250 to 499,REGAL AMUSEMENT MACHINE SALES LIMITED,FALSE,05/04/2020 00:00,29/01/2020 18:05
REGIONAL CONTRACT SERVICES LIMITED,"1 Bethwin Road,
London,
SE5 0SN",5100805,81210,0,0,nan,,0,0,25.6,74.4,27.1,72.9,33.1,66.9,36.8,63.2,http://www.regionalservices.co.uk,Manuel Jardim (Director),250 to 499,REGIONAL CONTRACT SERVICES LIMITED,FALSE,05/04/2020 00:00,21/01/2020 13:59
Registers of Scotland,"Meadowbank House,
153 London Road,
Edinburgh,
EH8 7AU",,1,2.1,0,nan,,0,0,50.2,49.8,49.1,50.9,49.5,50.5,53.8,46.2,,None,1000 to 4999,Registers of Scotland,FALSE,31/03/2020 00:00,30/05/2019 10:40
RENAISSANCE RESOURCES LIMITED,"121 Dalyell Road,
London,
SW9 9UU",4326234,78200,1.4,0,nan,,0,0,50,50,50,50,43.5,56.5,45.8,54.2,http://www.evocationefl.net,Martin Richards (Director),Less than 250,RENAISSANCE RESOURCES LIMITED,FALSE,05/04/2020 00:00,25/04/2019 17:15
RENAULT RETAIL GROUP UK LIMITED,"Head Office Concord Road,
Western Avenue,
London,
W3 0RZ",2304689,45111,26,23,49,42,91,85,68,32,71,29,89,11,92,8,,Rachel Manley (HR Director),500 to 999,RENAULT RETAIL GROUP UK LIMITED,FALSE,05/04/2020 00:00,30/09/2019 15:47
RENEWI UK SERVICES LIMITED,"Dunedin House,
Auckland Park,,
Milton Keynes,
Buckinghamshire,
MK1 1BU",2393309,"38110,
38320,
96090",5.9,-1.2,68.6,40.2,9.8,4.2,88.1,11.9,81.5,18.5,80.8,19.2,86.8,13.2,https://www.renewi.com/-/media/pdf/reports-and-presentations/2019/renewi-gender-pay-report-2019.pdf,James Priestley (Director - Renewi UK Services Limited),500 to 999,RENEWI UK SERVICES LIMITED,FALSE,05/04/2020 00:00,25/11/2019 16:04
REPTON SCHOOL,"Bursar's Office,
Repton School,
Repton,
Derby Derbyshire,
DE65 6FH",4390219,85310,32.6,49.1,nan,,0,0.4,19.4,80.6,16.7,83.3,42.2,57.8,52.4,47.6,,Mark Semmence (Headmaster),250 to 499,REPTON SCHOOL,FALSE,05/04/2020 00:00,20/01/2020 15:38
REVENUE & CUSTOMS DIGITAL TECHNOLOGY SERVICES LIMITED,"Rcdts Room 2e/09,
100 Parliament Street,
London,
England,
SW1A 2BQ",9679225,62090,22.6,8.4,-5.1,-19.1,78.5,86.8,80.1,19.9,79.6,20.4,81.9,18.1,90.1,9.9,https://www.gov.uk/government/publications/rcdts-gender-pay-gap-report-and-data-2019/revenue-and-customs-digital-technology-services-gender-pay-gap-report-2019,Natasha Harris (HR Director and RCDTS Board Member),500 to 999,REVENUE & CUSTOMS DIGITAL TECHNOLOGY SERVICES LIMITED,FALSE,05/04/2020 00:00,24/01/2020 15:37
RFT REPAIRS LIMITED,"31 King Street,
Norwich,
Norfolk,
United Kingdom,
NR1 1PD",8341166,"41202,
43290",10.9,14.1,nan,,0,0,65.8,34.2,91.2,8.8,92.6,7.4,91.1,8.9,https://www.rft-services.co.uk/media/6253/flagship-genderpaygap-2019-v7.pdf,Lisa Collen (Director (People & Workplaces)),250 to 499,RFT REPAIRS LIMITED,FALSE,05/04/2020 00:00,07/01/2020 16:14
Rhondda Cynon Taf Council,"The Pavilions,
Cambrian Park,
Clydach Vale,
CF40 2XX",,1,13.3,9,nan,,0,0,9,91,21,79,34,66,34,66,,None,"5000 to 19,999",Rhondda Cynon Taf Council,FALSE,31/03/2020 00:00,16/04/2019 14:29
RIDER LEVETT BUCKNALL UK LIMITED,"15 Colmore Row,
Birmingham,
West Midlands,
England,
B3 2BH",4653580,71129,26.4,31.7,44.8,25,68.8,63,58,42,58.9,41.1,79.5,20.5,85.4,14.6,https://s28259.pcdn.co/wp-content/uploads/2019/12/RLB-Gender-Pay-Gap-Report-2019.pdf,Andrew Reynolds (Chief Executive & Global Board Director),500 to 999,RIDER LEVETT BUCKNALL UK LIMITED,FALSE,05/04/2020 00:00,05/12/2019 11:41
RIGHTMOVE GROUP LIMITED,"2 Caldecotte Lake Business Park Caldecotte Lake Drive,
Caldecotte,
Milton Keynes,
England,
MK7 8LE",3997679,"62090,
63120",27.6,37.7,76.9,54.5,48.6,54.7,25.8,74.2,48,52,60.9,39.1,68.8,31.2,https://plc.rightmove.co.uk/corporate-responsibility/gender_pay.aspx,Peter Brooks-Johnson (Chief Executive Officer),500 to 999,RIGHTMOVE GROUP LIMITED,FALSE,05/04/2020 00:00,29/01/2020 08:52
RISEDALE ESTATES LIMITED,"Risedale At Abbey Meadow,
Duchy Court,
Barrow-In-Furness,
Cumbria,
LA13 0BF",1974198,"87100,
87200,
87300",4,3,22,25,24,19,12,88,15,85,10,90,22,78,http://www.risedale-carehomes.co.uk,TRACY BRACKWELL (DIRECTOR OF ADMINISTRATION),500 to 999,RISEDALE ESTATES LIMITED,FALSE,05/04/2020 00:00,22/07/2019 17:28
RMD KWIKFORM LIMITED,"Brickyard Road,
Aldridge Walsall,
West Midlands,
WS9 8BW",301199,77320,24.6,15.9,75.6,71.5,91.1,82.2,86.6,13.4,71.6,28.4,83.6,16.4,90.9,9.1,https://www.interserve.com/docs/default-source/about/policies/gender-pay-and-bonus-gap-data-2019.pdf,Ian Hayes (Managing Director),250 to 499,RMD KWIKFORM LIMITED,FALSE,05/04/2020 00:00,01/10/2019 15:26
ROLLS-ROYCE PLC,"Kings Place,
90 York Way,
London,
United Kingdom,
N1 9FX",1003142,"25300,
25620,
28110",5.7,7,11.3,13.3,98.8,99.3,75,25,90,10,90,10,86,14,https://www.rolls-royce.com/sustainability/our-people.aspx#section-diversity-and-inclusion,Warren East (CEO),"5000 to 19,999",ROLLS-ROYCE PLC,FALSE,05/04/2020 00:00,20/12/2019 15:34
ROLLS-ROYCE POWER ENGINEERING PLC,"Moor Lane,
Derby,
Derbyshire,
DE24 8BJ",1305027,"25620,
28110,
28220,
33140",7.8,8.8,46.4,21.1,91.5,90,76,24,77,23,85,15,87,13,https://www.rolls-royce.com/sustainability/our-people.aspx#section-diversity-and-inclusion,Robert Fletcher (President - Civil Nuclear),250 to 499,ROLLS-ROYCE POWER ENGINEERING PLC,FALSE,05/04/2020 00:00,20/12/2019 15:38
ROLLS-ROYCE SUBMARINES LIMITED,"Atlantic House,
Raynesway,
Derby,
Derbyshire,
United Kingdom,
DE21 7BE",620485,"25300,
72190",7.2,8,24.6,12.8,98.8,99.8,75,25,87,13,87,13,88,12,https://www.rolls-royce.com/sustainability/our-people.aspx#section-diversity-and-inclusion,Steven Dearden (President Submarines - Defence),1000 to 4999,ROLLS-ROYCE SUBMARINES LIMITED,FALSE,05/04/2020 00:00,20/12/2019 15:41
ROSS CERAMICS LIMITED,"Moor Lane,
Derby,
Derbyshire,
DE24 8BJ",2220030,23490,9.1,6.8,7.2,11,26.4,10.3,44,56,48,52,67,33,67,33,https://www.rolls-royce.com/sustainability/our-people.aspx#section-diversity-and-inclusion,Daniel Parrott (Manufacturing Executive - Casting & Cores),250 to 499,ROSS CERAMICS LIMITED,FALSE,05/04/2020 00:00,20/12/2019 15:44
Rossall School,,RC000435,,15.8,28.5,nan,,0,0,17.9,82.1,40.3,59.7,32.8,67.2,45.6,54.4,https://www.rossall.org.uk/about-rossall/job-vacancies/,Emma Sanderson (Bursar),250 to 499,ROSSALL SCHOOL,FALSE,05/04/2020 00:00,06/12/2019 09:57
ROYAL AGRICULTURAL UNIVERSITY,"Royal Agricultural University,
Stroud Road,
Cirencester,
Gloucestershire,
GL7 6JS",99168,"85421,
85422",13.1,6.7,nan,,0,1.2,41,59,41,59,31.4,68.6,66.7,33.3,https://www.rau.ac.uk/about/organisation/public-information/equality-and-diversity,Sarah Lower (Head of Human Resources),250 to 499,ROYAL AGRICULTURAL UNIVERSITY,FALSE,05/04/2020 00:00,28/10/2019 15:44
Royal Berkshire Fire & Rescue Service,"Newsham Court,
Calcot,
Reading,
Berkshire,
United Kingdom,
RG31 7SD",,"1,
84250",6.7,4.1,nan,,0,0,64,36,90,10,80,20,80,20,https://www.rbfrs.co.uk/your-service/transparency-and-governance/staffing-transparency/,None,500 to 999,Royal Berkshire Fire & Rescue Service,FALSE,31/03/2020 00:00,06/11/2019 12:29
Royal Borough of Windsor & Maidenhead Council,"Town Hall,
St. Ives Road,
Maidenhead,
Berkshire,
United Kingdom,
SL6 1RF",,"1,
84110",5,2.6,31.2,50,5.7,5.3,32.9,67.1,33.6,66.4,40.5,59.5,36.6,63.4,https://www3.rbwm.gov.uk/download/downloads/id/4705/gender_pay_gap_january_2020.pdf,None,500 to 999,Royal Borough of Windsor & Maidenhead Council,FALSE,31/03/2020 00:00,23/01/2020 09:35
Royal College of Physicians,"11 St Andrews Place,
London,
London,
United Kingdom,
NW1 4LE",,85200,14.9,17.9,nan,,0,0,26,74,25,75,36.5,63.5,44.3,55.7,,Ian Bullock (CEO),250 to 499,Royal College of Physicians,FALSE,05/04/2020 00:00,09/12/2019 16:00
Royal Papworth Hospital NHS Foundation Trust,"Papworth Road,
Cambridge Biomedical Campus,
Cambridge,
CB2 0AY",,"1,
86210",25,7.8,42.5,66.7,6.9,0.7,26,74,23.5,76.5,18.4,81.6,40.4,59.6,,None,1000 to 4999,Royal Papworth Hospital NHS Foundation Trust,FALSE,31/03/2020 00:00,28/01/2020 12:55
ROYAL TRINITY HOSPICE,"30 Clapham Common North Side,
London,
SW4 0RN",2673845,86900,-15,-23.5,-4.5,-29,15.7,10.8,41,59,25,75,19,81,18,82,https://www.royaltrinityhospice.london/our-finances-and-pay,Sara Griffin (Finance Director),250 to 499,ROYAL TRINITY HOSPICE,FALSE,05/04/2020 00:00,29/01/2020 11:33
RUNWOOD HOMES LIMITED,"Runwood House,
107 London Road,
Hadleigh,
Essex,
SS7 2QL",731250,87300,24.8,1.1,88.1,17,2,1.2,11,89,14,86,13.5,86.5,19.3,80.7,,Martin Cooper (Chief Financial Officer),1000 to 4999,RUNWOOD HOMES LIMITED,FALSE,05/04/2020 00:00,04/02/2020 16:05
RUSH HAIR LIMITED,"23 George Street,
Croydon,
Surrey,
CR0 1LA",3774837,"47990,
82990,
96020",69.2,53.3,nan,,0,0,16.7,83.3,17.8,82.2,18.3,81.7,21.3,78.7,,Richard Metcalfe (Finance Director),1000 to 4999,RUSH HAIR LIMITED,FALSE,05/04/2020 00:00,21/01/2020 14:45
Rushcliffe Borough Council,"Ruchcliffe Arena,
Rugby Road,
West Bridgford,
Nottingham,
Nottinghamshire,
United Kingdom,
NG2 7YG",,"1,
84110",1.1,0.4,-29,-111,2.6,4.4,53.7,46.3,36.4,63.6,40.9,59.1,40.9,59.1,https://www.rushcliffe.gov.uk/aboutus/aboutthecouncil/genderpaygap/,None,250 to 499,Rushcliffe Borough Council,FALSE,31/03/2020 00:00,18/12/2019 13:55
RUSHCLIFFE CARE LIMITED,"3rd Floor Butt Dyke House,
33 Park Row,
Nottingham,
NG1 6EE",2753596,87100,1,-1.3,nan,,0,0,18,82,20,80,16,84,29,71,http://www.rushcliffecare.co.uk/,Karen Noon (Group Operations Director),500 to 999,RUSHCLIFFE CARE LIMITED,FALSE,05/04/2020 00:00,05/04/2019 10:17
Rutland County Council,"Catmose House,
Catmose Street,
Oakham,
LE15 6HP",,"1,
84110",11.3,5.3,nan,,0,0,25,75,20,80,21,79,31,69,,None,250 to 499,Rutland County Council,FALSE,31/03/2020 00:00,21/01/2020 11:25
S.D. TAYLOR LIMITED,"7 Turnberry Park Road,
Gildersome, Morley,
Leeds,
England,
LS27 7LE",550055,64921,20,11,12.6,0.8,69.1,48.3,32,68,58,42,63,37,63,37,https://www.loansathome.co.uk/gender-pay-report-2018/,David Thompson (CEO),250 to 499,S.D. TAYLOR LIMITED,FALSE,05/04/2020 00:00,21/06/2019 16:08
S4E LIMITED,"Unit 3 Holt Court Holt Street,
Birmingham Science Park Aston,
Birmingham,
England,
B7 4AX",7739831,"85520,
85600,
90030",3.8,0,nan,,0,0,47.3,52.7,38.2,61.8,36.4,63.6,42.6,57.4,https://www.servicesforeducation.co.uk/careers/,Martyn Collin (CEO),250 to 499,S4E LIMITED,FALSE,05/04/2020 00:00,21/05/2019 14:17
SAFEHANDS RECRUITMENT LTD,"Manor Park Offices,
Rutherford Way,
Cheltenham,
Glos,
GL51 9TU",8344417,78200,-4,0,nan,,0,5,22,78,26,74,28,72,26,74,https://www.safehandsrecruitment.co.uk/,Rebecca Lawrence (Financial Controller),250 to 499,SAFEHANDS RECRUITMENT LTD,FALSE,05/04/2020 00:00,16/07/2019 13:28
Safran Landing Systems Services UK Ltd,"Meteor Business Park,
Cheltenham Road East,,
Gloucester,
Gloucestershire,
GL2 9QL",3528628,33160,1.6,1.7,12.7,0,92.1,96.2,83.3,16.7,90.9,9.1,93.9,6.1,92.5,7.5,,Zoe Townsend (HR Service Delivery Specialist),250 to 499,SAFRAN LANDING SYSTEMS SERVICES UK LTD,FALSE,05/04/2020 00:00,15/05/2019 12:15
SALIX HOMES LIMITED,"2 Diamond House,
Peel Cross Road,
Salford,
Greater Manchester,
M5 4DT",6005412,68201,-4.4,-19.1,nan,,0,0,75.9,24.1,77.2,22.8,39.2,60.8,62,38,https://www.salixhomes.org/about-us/people/gender-pay-gap,Lee Sugden (Chief Executive),250 to 499,SALIX HOMES LIMITED,FALSE,05/04/2020 00:00,09/01/2020 10:10
SANDWELL INSPIRED PARTNERSHIP SERVICES EDUCATION LIMITED,,IP031729,,29.3,42.2,nan,,0,0,1,99,6.2,93.8,28.1,71.9,14.4,85.6,,Kim Whiting (Director HR and Learning),250 to 499,SANDWELL INSPIRED PARTNERSHIP SERVICES EDUCATION LIMITED,FALSE,05/04/2020 00:00,04/02/2020 09:55
Santander Consumer (UK) PLC,"Santander House,
86 Station Road,
Redhill,
Surrey,
RH1 1SR",2248870,"64910,
64921",27.9,25.5,55,39,84,84,40,60,44,56,51,49,65,35,https://www.santanderconsumer.co.uk/genderpaygap/,Diane Roberts (Finance Director),500 to 999,SANTANDER CONSUMER (UK) PLC,FALSE,05/04/2020 00:00,16/12/2019 12:16
SANTANDER UK OPERATIONS LIMITED,"2 Triton Square,
Regent's Place,
London,
NW1 3AN",4137550,64999,7.6,-0.1,32.9,22.5,83.8,88.7,46.4,53.6,35.4,64.6,35.4,64.6,46.3,53.7,https://www.santanderjobs.co.uk/pdf/Santander_Operations_Gender_Pay_Gap_Report_2019.pdf,"Leopoldo Martinez (Head of Operations, Lean and Automation Services)",1000 to 4999,SANTANDER UK OPERATIONS LIMITED,FALSE,05/04/2020 00:00,18/12/2019 10:57
Santander UK PLC,"2 Triton Square,
Regent's Place,
London,
NW1 3AN",2294747,"64191,
82990",31.4,26.6,64.7,44.3,90.6,92.6,36.2,63.8,28.4,71.6,39,61,61.5,38.5,https://www.santanderjobs.co.uk/pdf/Santander_UK_Gender_Pay_Gap_Report_2019.pdf,Nathan Bostock (CEO),"20,000 or more",SANTANDER UK PLC,FALSE,05/04/2020 00:00,18/12/2019 10:53
SANTANDER UK TECHNOLOGY LIMITED,"2 Triton Square,
Regents Place,
London,
NW1 3AN",5212726,62020,11.1,9.5,16,16.1,89.8,92.4,65.5,34.5,73.8,26.2,77.7,22.3,85.4,14.6,https://www.santanderjobs.co.uk/pdf/Santander_UK_Technology_GPG_report_2019.pdf,Carlos Selonke (Chief Information Technology Officer),1000 to 4999,SANTANDER UK TECHNOLOGY LIMITED,FALSE,05/04/2020 00:00,18/12/2019 10:59
SANTIO LIMITED,"Kingfisher House,
11 Hoffmanns Way,
Chelmsford,
Essex,
United Kingdom,
CM1 1GU",11294345,56103,7.4,0,53.2,50.8,9.6,6.3,82,18,85,15,84,16,66.5,33.5,,Aj Singh (Payroll Manager),"5000 to 19,999",SANTIO LIMITED,FALSE,05/04/2020 00:00,30/12/2019 12:34
